1422629705956	1422629707956	34
1422629711123	1422629715846	94
1422629717767	1422629721029	95
1422629723473	1422629727164	35
1422629729212	1422629732727	36
1422629735474	1422629738398	96
1422629740387	1422629744813	97
1422629747013	1422629751114	37
1422629753546	1422629757632	38
1422629760183	1422629763156	98
1422629765148	1422629768057	99
1422629770424	1422629773363	39
1422629777093	1422629780021	40
1422629782210	1422629785241	100
1422629788030	1422629791185	101
1422629793748	1422629798047	41
1422629801113	1422629805176	42
1422629807470	1422629811755	102
1422629814448	1422629818625	43
1422629821142	1422629823142	44
1422630158438	1422630160438	104
1422630163129	1422630167537	105
1422630170021	1422630174296	45
1422630177172	1422630181570	46
1422630184056	1422630188116	106
1422630190886	1422630193807	107
1422630196095	1422630198914	47
1422630201052	1422630203977	48
1422630206617	1422630209829	108
1422630211907	1422630215027	109
1422630217771	1422630221846	49
1422630224034	1422630228245	50
1422630230537	1422630233594	110
1422630235815	1422630239895	111
1422630242070	1422630245279	51
1422630247490	1422630250495	52
1422630252835	1422630255811	112
1422630258049	1422630261370	53
1422630263629	1422630266655	53
1422630269528	1422630272576	52
1422630274764	1422630276764	53
1423055105474	1423055107474	54
1423055109147	1423055113662	55
1423055115665	1423055118587	56
1423055120173	1423055122975	57
1423055125128	1423055127843	58
1423055129592	1423055132329	59
1423055134062	1423055137141	60
1423055138463	1423055141289	61
1423055143024	1423055145731	62
1423055147590	1423055150241	63
1423055151975	1423055155259	64
1423055157451	1423055160360	124
1423055162317	1423055165098	123
1423055166856	1423055169643	122
1423055171390	1423055174016	121
1423055175657	1423055178561	120
1423055180121	1423055183079	119
1423055184564	1423055187380	118
1423055191302	1423055194143	117
1423055195714	1423055198970	116
1423055200722	1423055203968	115
1423055205606	1423055208294	114
1423055211024	1423055213845	113
1423055215523	1423055218478	112
1423055220499	1423055223311	125
1423055224743	1423055226743	65
1422631707649	1422631709649	66
1422631714084	1422631717284	66
1422631719572	1422631722598	24
1422631724440	1422631727586	25
1422631729599	1422631732586	67
1422631734699	1422631737672	127
1422631739929	1422631742948	155
1422631745230	1422631748221	165
1422631750425	1422631753267	175
1422631755601	1422631759793	174
1422631762999	1422631765996	164
1422631768345	1422631771345	154
1422631774089	1422631777124	126
1422631779818	1422631782709	66
1422631784921	1422631786921	66
1422632116079	1422632118079	166
1422632120592	1422632124694	156
1422632127133	1422632131194	128
1422632134216	1422632139244	68
1422632140936	1422632143888	26
1422632146049	1422632149888	27
1422632153597	1422632156538	69
1422632158658	1422632161953	129
1422632164095	1422632167001	157
1422632168995	1422632172036	167
1422632173910	1422632177068	168
1422632179145	1422632183051	158
1422632185552	1422632188744	130
1422632190744	1422632193766	70
1422632195654	1422632198910	28
1422632201194	1422632204168	29
1422632206592	1422632209645	71
1422632211762	1422632214559	131
1422632216715	1422632220743	159
1422632223347	1422632226302	169
1422632228318	1422632231550	176
1422632233268	1422632236199	181
1422632237968	1422632240887	182
1422632242838	1422632245657	177
1422632247585	1422632250457	170
1422632252270	1422632255137	160
1422632257075	1422632259697	132
1422632261433	1422632264051	72
1422632265779	1422632268468	30
1422632270356	1422632273500	31
1422632275356	1422632278965	73
1422632280996	1422632284239	133
1422632286734	1422632289535	161
1422632291655	1422632294703	171
1422632296638	1422632299563	178
1422632301449	1422632303449	183
1422956688093	1422956691271	75
1422956693194	1422956696178	76
1422956698074	1422956701184	77
1422956703030	1422956705805	78
1422956707532	1422956710646	79
1422956712862	1422956715873	80
1422956717760	1422956720695	81
1422956722638	1422956725680	82
1422956727679	1422956730574	83
1422956732855	1422956735845	84
1422956737883	1422956741194	85
1422956742875	1422956745999	86
1422956747872	1422956751285	87
1422956753235	1422956756208	88
1422956758374	1422956761301	89
1422956763592	1422956767175	90
1422956769548	1422956773966	91
1422956776107	1422956779407	151
1422956781434	1422956784655	150
1422956786846	1422956789896	149
1422956792273	1422956795152	148
1422956797420	1422956800472	147
1422956802581	1422956805412	146
1422956807305	1422956810479	145
1422956812395	1422956815808	144
1422956817987	1422956821104	143
1422956823142	1422956826044	142
1422956828087	1422956831033	141
1422956833017	1422956836024	140
1422956838140	1422956841174	139
1422956843274	1422956846005	138
1422956848126	1422956850855	137
1422956852874	1422956855858	136
1422956857904	1422956861386	135
1422956863200	1422956865200	134
1422884535417	1422884540393	93
1422884541608	1422884544854	153
1422884546021	1422884548956	163
1422884550057	1422884553373	173
1422884554621	1422884557620	180
1422884558932	1422884563060	185
1422884564327	1422884567823	187
1422884569226	1422884572498	189
1422884573819	1422884576910	191
1422884578279	1422884581511	193
1422884582827	1422884587201	195
1422884588409	1422884607263	197
1422884608423	1422884611636	199
1422884612810	1422884615917	201
1422884617098	1422884620729	203
1422884621741	1422884626533	205
1422884627653	1422884630715	207
1422884631955	1422884635195	209
1422884636368	1422884639468	211
1422884640710	1422884643859	213
1422884645104	1422884648646	215
1422884649911	1422884654161	217
1422884655858	1422884659797	219
1422884661007	1422884670618	221
1422884671886	1422884676342	223
1422884677535	1422884680657	225
1422884681989	1422884685223	227
1422884686594	1422884689700	229
1422884691025	1422884694348	231
1422884695562	1422884698626	233
1422884700064	1422884703809	235
1422884705098	1422884708343	237
1422884709612	1422884713006	239
1422884714143	1422884717344	241
1422884718732	1422884721796	243
1422884723546	1422884740099	245
1422884741408	1422884745924	247
1422884747549	1422884750752	249
1422884752207	1422884755428	256
1422884756911	1422884759959	266
1422884761321	1422884764374	275
1422884765743	1422884768750	274
1422884770106	1422884773057	265
1422884774524	1422884777862	255
1422884779147	1422884782377	248
1422884783663	1422884786914	246
1422884788233	1422884792588	244
1422884794123	1422884797838	242
1422884799148	1422884805913	240
1422884807096	1422884811340	238
1422884812610	1422884815822	236
1422884817190	1422884820415	234
1422884821721	1422884824909	232
1422884826053	1422884829587	230
1422884830894	1422884834060	228
1422884835525	1422884839912	226
1422884841224	1422884844898	224
1422884846315	1422884850092	222
1422884851238	1422884854308	220
1422884855681	1422884859513	218
1422884860606	1422884869337	216
1422884870456	1422884874823	214
1422884876021	1422884882216	212
1422884883421	1422884887652	210
1422884888914	1422884893163	208
1422884894499	1422884898814	206
1422884900254	1422884903689	204
1422884904864	1422884908096	202
1422884909636	1422884912779	200
1422884914069	1422884918050	198
1422884919311	1422884922305	196
1422884923500	1422884927627	194
1422884928751	1422884932729	192
1422884934154	1422884937172	190
1422884938605	1422884942835	188
1422884944262	1422884947408	186
1422884948725	1422884952054	184
1422884953378	1422884956448	179
1422884957698	1422884961861	172
1422884963027	1422884965974	162
1422884966825	1422884969617	152
1422884971017	1422884974133	92
1422884975249	1422884977249	32
1423043426258	1423043429567	263
1423043431501	1423043434612	254
1423043436666	1423043439817	253
1423043441818	1423043445421	252
1423043447132	1423043450406	251
1423043452306	1423043455413	250
1423043457417	1423043460708	259
1423043462508	1423043465627	260
1423043467544	1423043470601	261
1423043472439	1423043475500	262
1423043477721	1423043481019	272
1423043483048	1423043486369	271
1423043488254	1423043491334	270
1423043493132	1423043495132	269
1423043724370	1423043727376	281
1423043729056	1423043731979	287
1423043733472	1423043736405	293
1423043738026	1423043741036	299
1423043744634	1423043747469	305
1423043749116	1423043752110	311
1423043753539	1423043756357	319
1423043757899	1423043760861	318
1423043762269	1423043765050	310
1423043766642	1423043769619	304
1423043771236	1423043774029	298
1423043775462	1423043778441	292
1423043780681	1423043783600	286
1423043785241	1423043787980	280
1423043789907	1423043793006	279
1423043794798	1423043797669	285
1423043799473	1423043802381	291
1423043804020	1423043806945	297
1423043808609	1423043811527	303
1423043813207	1423043815937	309
1423043817559	1423043819559	317
1423043946064	1423043949013	324
1423043950856	1423043953857	323
1423043955578	1423043958313	322
1423043960141	1423043963256	321
1423043964868	1423043967769	313
1423043969446	1423043972401	314
1423043974560	1423043977517	315
1423043979565	1423043981565	316
1423044369875	1423044372932	312
1423044374525	1423044377360	306
1423044378784	1423044381756	300
1423044383141	1423044386106	294
1423044387623	1423044390426	288
1423044392046	1423044394902	282
1423044396569	1423044399571	276
1423044401084	1423044404137	277
1423044405564	1423044408402	283
1423044410116	1423044413248	289
1423044415054	1423044417926	295
1423044419826	1423044422591	301
1423044424271	1423044427253	307
1423044428870	1423044431872	308
1423044433680	1423044436541	302
1423044437993	1423044440822	296
1423044442352	1423044445084	290
1423044446632	1423044449482	284
1423044451201	1423044454078	278
1423044455836	1423044458825	268
1423044460326	1423044463427	258
1423044464836	1423044468192	257
1423044469859	1423044471859	267
1423055945879	1423055949385	21
1423055952125	1423055955289	22
1423055956635	1423055959692	18
1423055960940	1423055963769	14
1423055965140	1423055968247	11
1423055969678	1423055972783	8
1423055974027	1423055976954	7
1423055978675	1423055981678	10
1423055982982	1423055986272	13
1423055988084	1423055990084	17
1423127684506	1423127688440	2
1423127690160	1423127694225	3
1423127696303	1423127700370	5
1423127701856	1423127705955	0
1423127707601	1423127711455	4
1423127713319	1423127717250	6
1423127719212	1423127722923	9
1423127724817	1423127728672	12
1423127730568	1423127734229	15
1423127736231	1423127740305	19
1423127742201	1423127746140	20
1423127748302	1423127750302	16
